SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat;Cuartil_sup_Precio_Esp_Cat
Ciénaga de Mesolandia_Pimelodus yuma_Pequeño;8889;8889
El Porvenir_Lutjanus synagris_Revuelto;15956;15956
La Rampa (Barrancabermeja)_Piaractus brachypomus_Revuelto;9152;10988
Puerto Pozuelo - La Rinconada_Trichopodus pectoralis_Revuelto;2122;2432
Puerto La Candelaria_Oreochromis niloticus_Pequeño;7938;8073
Jurubirá_Hoplopagrus guentherii_Mediano;12100;13900
Tribugá_Lutjanus aratus_Mediano;16000;16000
Tasajera La Playa_Caranx hippos_Grande;6000;6000
Concepción - Tacamocho_Pimelodus grosskopfii_Revuelto;1746;1944
Concepción - Tacamocho_Megaleporinus muyscorum_Grande;3933;4706
Jurubirá_Trachinotus stilbe_Mediano;7000;7000
Jurubirá_Caranx caballus_Pescado especial;7000;7000
Puerto del Cerrito_Triportheus magdalenae_Revuelto;684;800
Tasajera La Playa_Micropogonias furnieri_Grande;12000;12000
Tasajera La Playa_Scomberomorus brasiliensis_Mediano;9000;13000
Playa Pescadores - Capurganá_Thunnus albacares_Pequeño;14000;14000
Puerto Abajo (Dibulla)_Panulirus laevicauda_Revuelto;44935;45045
Playa Pescadores - Capurganá_Lutjanus purpureus_Revuelto;26000;26000
Vida Tranquila_Plagioscion magdalenae_Grande;4966;4966
Marralú_Pseudoplatystoma magdaleniatum_Grande;6000;6000
Orpua_Centropomus medius_Pequeño;16000;16000
Orpua_Bagre pinnimaculatus_Revuelto;10000;10000
Orpua_Sciades dowii_Pequeño;10000;10000
Policía fluvial (Quibdó)_Brycon moorei_Revuelto;10000;10000
Playa de Arusí_Lutjanus colorado_Revuelto;14000;14000
Playa de Arusí_Lutjanus novemfasciatus_Mediano;14000;14000
La Raya_Pseudoplatystoma magdaleniatum_Pequeño;1957;2043
Playa de Arusí_Hyporthodus niphobles_Revuelto;8000;8000
Puerto Rico [Meta]_Pimelodus blochii_Revuelto;7000;7000
Santa Rosa_Octopus vulgaris_Grande;24590;24590
Robles_Prochilodus magdalenae_Mediano;8104;9434
Las Delicias_Haemulon plumieri_Revuelto;3750;6000
Las Tenazas_Cathorops mapale_Pequeño;4031;4471
Las Delicias_Centropomus undecimalis_Grande;8000;8000
Las Delicias_Anisotremus surinamensis_Mediano;4000;4000
Tagachí_Hoplias malabaricus_Mediano;11963;11998
Las Tenazas_Sphyraena guachancho_Pequeño;11741;12649
Las Tenazas_Conodon nobilis_Pequeño;7939;8262
Las Tenazas_Haemulopsis corvinaeformis_Pequeño;4722;5661
Puerto principal (San Vicente del Caguán)_Sorubimichthys planiceps_Revuelto;16000;17800
Las Tenazas_Trichiurus lepturus_Mediano;11429;11429
Candelaria (Achí)_Oreochromis niloticus_Grande;7965;8071
Candelaria (Achí)_Plagioscion magdalenae_Grande;8016;8016
Candelaria (Achí)_Geophagus steindachneri_Revuelto;2327;2500
El Pájaro_Lutjanus analis_Mediano;10059;10877
Pomeño_Sciades dowii_Grande;10000;10000
Pomeño_Cynoscion phoxocephalus_Revuelto;14000;14000
Pomeño_Menticirrhus panamensis_Grande;14000;14000
Pomeño_Scomberomorus sierra_Revuelto;14000;14000
Pomeño_Caranx caninus_Revuelto;14000;14000
Docordó_Centropomus medius_Mediano;14000;14000
Docordó_Epinephelus quinquefasciatus_Grande;12000;12000
El Muelle (Puerto López)_Pseudoplatystoma metaense_Revuelto;14000;15550
El Muelle (Puerto López)_Pimelodus blochii_Revuelto;8000;8000
Paujil_Oxydoras sifontesi_Revuelto;4520;6949
Paujil_Brachyplatystoma vaillantii_Revuelto;3902;3902
La Boquilla_Lutjanus purpureus_Pequeño;20106;20106
La Tagua_Piaractus brachypomus_Mediano;12982;12982
La Punta_Lutjanus synagris_Pequeño;6679;7879
La Punta_Cynoscion jamaicensis_Mediano;7659;8950
Curillo_Brachyplatystoma filamentosum_Mediano;20000;20000
La Punta_Trichiurus lepturus_Revuelto;5095;6892
Berrugas_Lutjanus synagris_Pequeño;9733;11980
Aparca_Pimelodus albofasciatus_Pequeño;10000;11300
Cabo Marzo_Elagatis bipinnulata_Revuelto;9000;9000
Cabo Marzo_Seriola rivoliana_Grande;16000;16000
Cabo Marzo_Lutjanus aratus_Mediano;14000;15000
Cabo Marzo_Lutjanus argentiventris_Pequeño;15000;15000
Mayapo_Lutjanus cyanopterus_Mediano;10000;10000
Puerto Montecristo_Cynopotamus magdalenae_Revuelto;1136;1259
La T_Calamus penna_Mediano;11000;11000
La T_Haemulon melanurum_Pequeño;2550;3000
La T_Hyporthodus nigritus_Mediano;8674;9000
La T_Scomberomorus brasiliensis_Mediano;13043;13821
Playa Pescadores - Capurganá_Euthynnus alletteratus_Pequeño;10000;10000
Berrugas_Sphyraena barracuda_Pequeño;9688;11968
Berrugas_Panulirus argus_Pequeño;18817;20000
Berrugas_Selene vomer_Grande;8824;8824
Clarinetero_Sorubim lima_Varios tamaños;2549;3429
Clarinetero_Ageneiosus inermis_Varios tamaños;2520;2520
Clarinetero_Hemisorubim platyrhynchos_Varios tamaños;2551;3461
Carrizal_Sphyraena barracuda_Revuelto;7400;8000
Casco urbano Roma_Sorubim cuspicaudus_Grande;12000;12000
Puerto Miraflores_Scomberomorus sierra_Revuelto;14000;14000
Puerto Miraflores_Lutjanus peru_Revuelto;16000;16000
La Isla de los Palacios_Sturisomatichthys panamensis_Pequeño;588;588
Loma - San Sebastián_Trachelyopterus insignis_Pequeño;2814;2814
Belén (San Marcos)_Sorubim cuspicaudus_Pequeño;6056;6056
Champaché_Sphyraena guachancho_Mediano;6626;6958
Punta de blanco_Abramites eques_Revuelto;835;981
La Tagua_Plagioscion squamosissimus_Pequeño;9726;10000
La Tagua_Pinirampus pirinampu_Pequeño;10000;10000
San Alejandro_Caquetaia kraussii_Revuelto;1318;1381
Punta de blanco_Prochilodus magdalenae_Grande;8997;11538
Puerto Montecristo_Caquetaia kraussii_Revuelto;740;981
Punta de blanco_Prochilodus magdalenae_Mediano;6588;6588
Guacamayo_Oreochromis niloticus_Grande;6000;6000
Policía fluvial (Quibdó)_Brycon moorei_Mediano;8307;10000
Barrio Chino_Ageneiosus pardalis_Grande;5001;5011
Puerto Chucha_Notarius neogranatensi_Grande;10169;10169
Arquimedes_Sciades proops_Pequeño;5875;7071
Santa Clara_Pseudoplatystoma magdaleniatum_Pequeño;3500;3500
Puerto Chucha_Ariopsis canteri_Revuelto;5942;5986
Nueva Estrella_Triportheus magdalenae_Revuelto;615;664
Las Tenazas_Caranx hippos_Mediano;9269;9962
Puerto Ciénaga de Paredes_Curimata mivartii_Revuelto;3414;4004
Pesquera Aspabab_Scomberomorus sierra_Revuelto;4000;14000
Pesquera Aspabab_Polydactylus opercularis_Revuelto;7000;11200
Pesquera Aspabab_Centropomus medius_Grande;18000;18000
Manaure Abajo_Lutjanus synagris_Mediano;20000;23600
Tribugá_Epinephelus quinquefasciatus_Grande;14000;14000
Mayapo_Lutjanus griseus_Mediano;8044;9897
Mayapo_Lachnolaimus maximus_Revuelto;6863;7972
Nueva Colonia_Centropomus undecimalis_Grande;24000;24000
Nueva Colonia_Sciades proops_Grande;12000;12000
Mayapo_Caranx crysos_Revuelto;5000;5000
Puerto Rico [Meta]_Hydrolycus armatus_Revuelto;8100;9900
Popoya Playa_Conodon nobilis_Mediano;6548;7619
Popoya Playa_Pseudupeneus maculatus_Mediano;4286;4582
Puerto Wilches_Megaleporinus muyscorum_Revuelto;4000;4000
Pueblo Lindo o Caimanera_Prochilodus magdalenae_Pequeño;10000;10000
Puerto Serviez_Sorubim cuspicaudus_Grande;7250;11750
Puerto Wilches_Piaractus brachypomus_Revuelto;8000;8000
Pueblo Lindo o Caimanera_Hoplias malabaricus_Revuelto;824;1726
Pueblo Lindo o Caimanera_Pseudoplatystoma magdaleniatum_Pequeño;8200;10000
Pueblo Lindo o Caimanera_Pimelodus yuma_Revuelto;4545;4545
Damaquiel_Cynoscion virescens_Mediano;18050;18950
Damaquiel_Conodon nobilis_Pequeño;5000;5000
Costilla_Caquetaia kraussii_Revuelto;3000;3000
Damaquiel_Menticirrhus americanus_Pequeño;14000;15800
Damaquiel_Conodon nobilis_Ranfaña;4000;4000
Tajamar Occidental_Centropomus undecimalis_Pequeño;21746;22813
La T_Lutjanus analis_Grande;14000;15000
La T_Acanthurus chirurgus_Revuelto;2000;2000
San Antonio de Padua_Pimelodus punctatus_Mediano;1748;1914
Playa Pescadores - Capurganá_Seriola dumerili_Mediano;20000;20000
Tajamar Occidental_Caranx hippos_Mediano;10570;11746
Mercado (Lorica)_Rhamdia guatemalensis_Pequeño;2646;2925
Cispataca_Trichopodus pectoralis_Revuelto;476;476
Doña Ana_Cynopotamus magdalenae_Revuelto;875;1129
Miramar - Bahía Málaga_Lutjanus argentiventris_Grande;16000;16000
Miramar - Bahía Málaga_Epinephelus quinquefasciatus_Pescado especial;19000;19000
Puerto Bello_Plagioscion magdalenae_Revuelto;5000;5000
Miramar - Bahía Málaga_Rhencus macracanthus_Varios tamaños;6000;6000
Poportín_Caranx crysos_Revuelto;12000;12000
Poportín_Archosargus rhomboidalis_Mediano;5000;5000
Miramar - Bahía Málaga_Lutjanus novemfasciatus_Platero (para pargos);17000;17000
Miramar - Bahía Málaga_Lutjanus colorado_Platero (para pargos);17000;17000
Miramar - Bahía Málaga_Epinephelus quinquefasciatus_Pequeño;5000;5000
Loma - San Sebastián_Hoplias malabaricus_Revuelto;2706;4397
Puerto El Waffe marino_Mugil incilis_Revuelto;5995;6000
Miramar - Bahía Málaga_Haemulon scudderii_Varios tamaños;6000;6000
Loma - San Sebastián_Megaleporinus muyscorum_Revuelto;3419;3419
El Valle_Sphyraena ensis_Grande;14000;14000
Codis_Elops smithi_Mediano;8266;9396
Codis_Trichiurus lepturus_Grande;10656;10901
Miramar - Bahía Málaga_Diapterus brevirostris_Varios tamaños;6000;6000
Miramar - Bahía Málaga_Lutjanus colorado_Grande;16000;16000
Codis_Chloroscombrus chrysurus_Pequeño;4819;4819
Puerto principal (San Vicente del Caguán)_Brachyplatystoma tigrinum_Revuelto;16000;18000
Miramar - Bahía Málaga_Lutjanus novemfasciatus_Grande;16000;16000
Caño Lobo_Megalops atlanticus_Grande;6642;9268
Jurubirá_Thunnus albacares_Mediano;8000;8000
El Pájaro_Sparisoma chrysopterum_Revuelto;1200;1200
Caño Lobo_Eugerres plumieri_Grande;6366;14766
Río San Miguel_Piaractus brachypomus_Grande;27620;30259
Jurubirá_Notarius troschelii_Pequeño;4000;10500
Jurubirá_Trachinotus stilbe_Pequeño;4600;8000
La Punta_Lobotes surinamensis_Grande;8687;8927
La Punta_Micropogonias furnieri_Revuelto;7576;7576
Puerto Barrio El Progreso_Curimata mivartii_Revuelto;2029;2477
Puerto Barrio El Progreso_Prochilodus magdalenae_Revuelto;5721;9000
Puerto Barrio El Progreso_Oreochromis niloticus_Revuelto;4959;4959
La Punta_Panulirus argus_Mediano;28947;28947
Guazo_Plagioscion magdalenae_Revuelto;6009;6164
Guazo_Triportheus magdalenae_Revuelto;1209;1869
Berlín_Prochilodus magdalenae_Pequeño;5685;7393
Jurubirá_Lutjanus colorado_Mediano;12000;12000
Jurubirá_Cynoponticus coniceps_Pequeño;4000;6000
Jurubirá_Cynoponticus coniceps_Mediano;5000;5900
Jurubirá_Hemanthias signifer_Pequeño;12000;12000
Jurubirá_Mycteroperca xenarcha_Pequeño;14000;14000
Jurubirá_Schedophilus haedrichi_Mediano;7000;7000
Guazo_Megaleporinus muyscorum_Grande;1847;3676
Guazo_Cynopotamus magdalenae_Revuelto;677;1059
La Punta - Firme Cifuentes_Centropomus medius_Grande;14000;14000
Docordó_Bagre panamensis_Pequeño;5000;5000
Puerto Arriba (Dibulla)_Trichiurus lepturus_Mediano;2867;3023
Puerto Arriba (Dibulla)_Centropomus undecimalis_Grande;17143;18000
Puerto Arriba (Dibulla)_Lutjanus purpureus_Mediano;16154;16154
Orpua_Cynoscion phoxocephalus_Revuelto;10000;10000
Orpua_Polydactylus opercularis_Revuelto;10000;10000
Desembarcadero (Juradó)_Centropomus medius_Mediano;18000;18000
Desembarcadero (Juradó)_Peprilus spp._Mediano;18000;18000
Desembarcadero (Juradó)_Caranx caballus_Mediano;18000;18000
Desembarcadero (Juradó)_Caranx sexfasciatus_Mediano;18000;18000
Desembarcadero (Juradó)_Euprepocaranx dorsalis_Revuelto;18000;18000
Desembarcadero (Juradó)_Umbrina xanti_Revuelto;18000;18000
Berrugas_Lutjanus analis_Mediano;13333;13333
Dotenedó_Anadara similis_Revuelto;14000;14000
Las Balsas_Brachyplatystoma juruense_Revuelto;16000;16000
La Tagua_Pseudoplatystoma punctifer_Mediano;14000;14000
Codis_Centropomus pectinatus_Mediano;9806;9846
Barrio La Unión_Lutjanus synagris_Grande;19894;24996
Isla Fuerte_Sparisoma chrysopterum_Revuelto;7560;8000
Bazurto_Sparisoma chrysopterum_Grande;4844;4844
Bazurto_Tylosurus crocodilus_Grande;9000;9000
Bazurto_Caranx ruber_Mediano;12968;12968
Bazurto_Scarus guacamaia_Pequeño;2857;2857
Bazurto_Tylosurus crocodilus_Pequeño;4842;4842
Bazurto_Tylosurus crocodilus_Mediano;6400;9000
Macurutú - Saloa_Sorubim cuspicaudus_Grande;10000;10000
Bazurto_Lutjanus purpureus_Grande;26000;26000
Barrio La Unión_Cathorops mapale_Pequeño;2046;2902
Barrio La Unión_Caranx hippos_Grande;9975;9975
El Roto_Lutjanus buccanella_Mediano;18374;18677
Providencia o Caimancito_Trachelyopterus insignis_Revuelto;1538;1725
Jodedor_Seriola rivoliana_Grande;11987;12000
Jodedor_Lutjanus analis_Grande;14838;14998
Jodedor_Lutjanus analis_Mediano;13906;14982
Puerto Miraflores_Kyphosus ocyurus_Revuelto;14000;14000
Taganga_Elagatis bipinnulata_Pequeño;20000;20000
Puerto Miraflores_Lutjanus peru_Mediano;16000;16000
Isla Fuerte_Caranx crysos_Mediano;11802;12937
Jodedor_Lutjanus purpureus_Mediano;24909;24909
Jodedor_Selar crumenophthalmus_Mediano;4952;5462
Taganga_Thunnus alalunga_Grande;16000;16304
Taganga_Coryphaena hippurus_Mediano;14000;14000
Santa Rosa_Bagre filamentosus_Revuelto;2801;2999
La Mata_Sorubim cuspicaudus_Grande;8100;9900
Santa Rosa_Caranx hippos_Grande;9740;9740
Taganga_Scomberomorus brasiliensis_Pequeño;20000;20000
Bahía de Cispatá_Penaeus schmitti_Pequeño;10000;10000
Milagros de la Mar_Scomberomorus sierra_Mediano;7000;7000
Milagros de la Mar_Scomberomorus sierra_Pequeño;3000;3000
Milagros de la Mar_Cynoscion phoxocephalus_Grande;16000;16000
Milagros de la Mar_Caranx caballus_Revuelto;6000;6000
Orejero_Plagioscion magdalenae_Grande;5971;6022
Orejero_Pseudoplatystoma magdaleniatum_Grande;5964;6025
Orejero_Prochilodus magdalenae_Pequeño;5938;6046
Agropez_Haemulon bonariense_Mediano;14000;14000
Providencia o Caimancito_Triportheus magdalenae_Revuelto;1667;1667
La Tagua_Zungaro zungaro_Grande;14930;14930
Agropez_Sphyraena guachancho_Grande;14043;14814
La Mata_Prochilodus magdalenae_Grande;10000;10000
Orejero_Oreochromis niloticus_Revuelto;5966;6021
Orejero_Hoplias malabaricus_Revuelto;1321;2116
Orejero_Plagioscion magdalenae_Pequeño;3969;4022
Charambirá_Cynoscion albus_Pequeño;18000;18000
Playa Pescadores - Capurganá_Caranx crysos_Pequeño;14000;14000
Bazurto_Haemulon parra_Mediano;8050;8950
Playa Pescadores - Capurganá_Caranx crysos_Grande;14000;14000
Camarones_Balistes capriscus_Revuelto;2480;2995
Camarones_Haemulon aurolineatum_Revuelto;1199;1958
Bahía de Cispatá_Mugil incilis_Grande;7314;8000
Camarones_Haemulopsis corvinaeformis_Revuelto;4000;4000
Providencia o Caimancito_Pterygoplichthys pardalis_Revuelto;2174;2174
Las Delicias_Albula vulpes_Mediano;4000;4000
Las Delicias_Mugil curema_Mediano;6000;6000
Las Delicias_Sphyraena guachancho_Mediano;6000;6000
Las Delicias_Lutjanus analis_Grande;12000;12000
La Tranca_Pseudoplatystoma magdaleniatum_Pequeño;1933;2101
Agropez_Selene setapinnis_Revuelto;8000;8000
Bazurto_Oligoplites saurus_Pequeño;3693;4706
Manaure Centro_Acanthurus chirurgus_Revuelto;2000;3000
La Pedrera_Pseudoplatystoma tigrinum_Mediano;7742;7742
Villanueva_Curimata mivartii_Revuelto;2222;2419
Manaure Centro_Haemulon steindachneri_Revuelto;2000;3000
Puerto Real - Saloa_Cyphocharax magdalenae_Revuelto;1578;1600
La Mata_Sorubim cuspicaudus_Mediano;8000;8000
Bazurto_Selene setapinnis_Mediano;8000;8000
Bazurto_Trichiurus lepturus_Grande;10000;12009
Bazurto_Lutjanus synagris_Grande;20000;27357
Bazurto_Sphyraena barracuda_Pequeño;11821;12833
Bazurto_Holocentrus adscensionis_Mediano;8100;9900
Bazurto_Centropomus pectinatus_Pequeño;12781;13740
Bazurto_Lutjanus vivanus_Revuelto;18000;18000
Punta Bonita_Lutjanus colorado_Grande;14050;14950
Punta Bonita_Parapsettus panamensis_Revuelto;7000;7000
Punta Bonita_Sphyraena ensis_Revuelto;7000;7000
Barrio Abajo (Ciénaga)_Sciades proops_Pequeño;6861;8000
Punta Bonita_Epinephelus quinquefasciatus_Mediano;22000;22000
Punta Bonita_Caranx vinctus_Revuelto;7000;7000
Barrio Abajo (Ciénaga)_Trachinotus goodei_Pequeño;5625;5625
Loma - San Sebastián_Oreochromis niloticus_Grande;10345;10345
Loma - San Sebastián_Prochilodus magdalenae_Grande;4397;8554
Bahía de Santa Marta_Haemulon plumieri_Pequeño;10000;10000
Playa Necoclí_Cynoscion virescens_Mediano;20000;20000
Bahía de Santa Marta_Selar crumenophthalmus_Pequeño;6010;11332
Bahía de Santa Marta_Trachinotus goodei_Pequeño;8000;8000
Muelle Principal (Puerto Leguízamo)_Platynematichthys notatus_Revuelto;13050;13950
Morrosquillo_Caranx hippos_Pequeño;7692;7692
Punta Bonita_Coryphaena hippurus_Pequeño;6000;6000
Sempegua_Megaleporinus muyscorum_Pequeño;2905;3020
Mantequera_Megaleporinus muyscorum_Revuelto;2499;2754
Jodedor_Centropomus pectinatus_Mediano;10897;10897
Mantequera_Pseudoplatystoma magdaleniatum_Mediano;3588;3886
Mantequera_Plagioscion magdalenae_Pequeño;1720;2773
Candelaria (Chimichagua)_Plagioscion magdalenae_Revuelto;1545;1608
Arrimadero La Unión_Haemulon flaviguttatum_Revuelto;14000;14000
Sempegua_Prochilodus magdalenae_Grande;7204;8007
Orejero_Sorubim cuspicaudus_Grande;5949;6037
Playa de Arusí_Seriola rivoliana_Revuelto;16000;16000
Jurubirá_Haemulon flaviguttatum_Pequeño;7000;8000
Arrimadero La Unión_Caranx caninus_Revuelto;14000;14000
Arrimadero La Unión_Lutjanus argentiventris_Revuelto;16000;16000
Jurubirá_Kyphosus ocyurus_Pequeño;7000;7000
Purricha_Diapterus brevirostris_Revuelto;12000;12000
Purricha_Centropomus medius_Revuelto;11985;14000
Purricha_Haemulopsis axillaris_Mediano;12000;12000
Playa de Arusí_Hyporthodus niphobles_Pequeño;8000;10501
Arrimadero La Unión_Brotula clarkae_Grande;13879;14000
Arrimadero La Unión_Hyporthodus acanthistius_Grande;12000;12000
Arrimadero La Unión_Cynoponticus coniceps_Grande;5000;5000
Orejero_Pimelodus yuma_Revuelto;2147;4098
Malecón (Puerto Gaitán)_Zungaro zungaro_Revuelto;14000;14000
Malecón (Puerto Gaitán)_Ageneiosus inermis_Revuelto;10000;11800
Lomita Arena_Centropomus undecimalis_Grande;19672;19771
Lomita Arena_Caranx hippos_Grande;7901;7901
Lomita Arena_Caranx latus_Grande;9855;9855
Lomita Arena_Scomberomorus brasiliensis_Grande;11206;15887
Lomita Arena_Lutjanus vivanus_Mediano;14935;14935
Lomita Arena_Scomberomorus brasiliensis_Pequeño;3528;9962
Lomita Arena_Paralonchurus brasiliensis_Revuelto;3835;6148
Lomita Arena_Elops smithi_Revuelto;4889;5871
Lomita Arena_Caranx crysos_Revuelto;7947;9855
Laguna Colorada_Mylossoma albiscopum_Revuelto;5000;5000
Laguna Colorada_Semaprochilodus laticeps_Revuelto;5000;5000
Orejero_Sorubim cuspicaudus_Pequeño;4030;5944
Tasajera La Playa_Panulirus laevicauda_Mediano;45000;45000
Tajamar Occidental_Conodon nobilis_Revuelto;9390;9390
Tajamar Occidental_Lutjanus purpureus_Pequeño;18367;18367
Río San Miguel_Sorubimichthys planiceps_Grande;15000;15000
Río San Miguel_Plagioscion squamosissimus_Grande;15000;15000
Río San Miguel_Brachyplatystoma juruense_Grande;14239;15014
Río San Miguel_Brachyplatystoma tigrinum_Grande;14127;15000
Playa Nueva_Centropomus robalito_Grande;12000;14000
Playa Nueva_Centropomus medius_Grande;12000;14000
Playa Nueva_Penaeus occidentalis_Pequeño;28000;28000
Guineal_Lutjanus jordani_Varios tamaños;8200;10000
Purricha_Centropomus medius_Mediano;7500;12000
Guineal_Cynoscion albus_Mediano;10000;10000
Guineal_Sciades dowii_Mediano;6000;6000
La Casa del Pescador_Centropomus armatus_Grande;13000;13000
La Casa del Pescador_Larimus argenteus_Pequeño;6000;6850
Pizarro_Cynoscion albus_Mediano;16000;17800
La Boquilla_Penaeus schmitti_Mediano;17537;21901
Mercado (Lorica)_Hoplias malabaricus_Pequeño;3115;3808
Mercado (Lorica)_Oreochromis niloticus_Mediano;3238;5524
La Casa del Pescador_Caranx caballus_Pequeño;8077;8077
Paujil_Semaprochilodus kneri_Revuelto;3705;6007
Paujil_Hydrolycus armatus_Revuelto;3900;6600
Bahía de Santa Marta_Caranx latus_Grande;14118;14118
La Boquilla_Centropomus undecimalis_Mediano;19796;20508
Caño Lobo_Chaetodipterus faber_Grande;6494;6494
Bahía de Santa Marta_Mycteroperca bonaci_Grande;20000;20000
La Punta_Ariopsis canteri_Pequeño;5785;5974
Pizarro_Trachinotus rhodopus_Revuelto;8050;8950
Pizarro_Bagre pinnimaculatus_Pequeño;6000;6000
La Punta_Centropomus pectinatus_Grande;7965;7965
La Chamba_Piaractus brachypomus_Revuelto;13997;13997
Bahía de Santa Marta_Lutjanus purpureus_Mediano;24000;24000
Bahía de Santa Marta_Mycteroperca bonaci_Pequeño;20000;20000
Bahía de Santa Marta_Pristipomoides aquilonaris_Pequeño;9732;20990
La Gloria_Sternopygus aequilabiatus_Revuelto;1000;1000
Barrio La Unión_Conodon nobilis_Mediano;5620;7875
Bahía de Santa Marta_Scomberomorus brasiliensis_Grande;22378;22378
