SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Barrio La Unión_Lutjanus synagris_Grande;19589;24992
Barrio La Unión_Balistes capriscus_Grande;4839;4839
Tribugá_Tylosurus fodiator_Revuelto;14000;15000
Tribugá_Mugil curema_Mediano;14000;14000
Barrio La Unión_Ariopsis canteri_Revuelto;5818;6782
Ica-Copipa_Penaeus schmitti_Pequeño;40000;40000
Zapata_Panulirus argus_Mediano;51100;70900
Nueva Colonia_Bagre filamentosus_Mediano;5000;5000
Tribugá_Seriola peruana_Pequeño;14000;14000
Bahía de Cispatá_Elagatis bipinnulata_Grande;11350;13516
Chapinero_Cynopotamus atratoensis_Mediano;3626;7634
Galería (Guapi)_Cynoscion albus_Revuelto;25000;25000
Galería (Guapi)_Notarius troschelii_Revuelto;5500;7500
Villa Fátima_Selar crumenophthalmus_Revuelto;4287;5000
Chapinero_Rhonciscus crocro_Mediano;8929;8929
Puerto Principal (Leticia)_Hoplosternum littorale_Grande;8371;9053
Villa Fátima_Chaetodipterus faber_Mediano;2000;2000
Puerto Panseguita_Megalops atlanticus_Mediano;7000;7000
Sivirú_Lutjanus argentiventris_Revuelto;10300;13700
Bahía de Santa Marta_Lutjanus analis_Mediano;18393;28469
Berrugas_Sphyraena guachancho_Pequeño;5663;9922
Purricha_Oligoplites altus_Mediano;10200;13800
Puerto Franco_Sorubim cuspicaudus_Pequeño;2400;6003
Puerto Pozuelo - La Rinconada_Triportheus magdalenae_Revuelto;2083;2456
Corozal_Bagre panamensis_Varios tamaños;3025;3475
Caño Grande_Hoplias malabaricus_Grande;3089;3089
Champaché_Centropomus ensiferus_Mediano;9849;9992
Caño Grande_Megaleporinus muyscorum_Revuelto;4751;6477
Codis_Lutjanus synagris_Grande;14252;17667
Puerto Arriba (Dibulla)_Bagre filamentosus_Pequeño;2073;2825
La Boquilla_Penaeus schmitti_Mediano;17362;24529
La Boquilla_Polydactylus virginicus_Pequeño;4762;4762
Cabo Marzo_Caranx caballus_Mediano;8000;10000
Cabo Marzo_Nematistius pectoralis_Grande;7050;7950
Bazán La Bocana_Cynoscion phoxocephalus_Grande;12400;16000
Damaquiel_Conodon nobilis_Ranfaña;4000;4800
Cabo Marzo_Scomberomorus sierra_Grande;10000;10000
Las Flores_Macrodon ancylodon_Grande;8000;8940
Puerto Miraflores_Sciades dowii_Mediano;14000;14000
Puerto Miraflores_Bagre pinnimaculatus_Mediano;14000;14000
Rincón del Mar_Scomberomorus cavalla_Mediano;20179;20179
Puerto Miraflores_Sciades dowii_Revuelto;14000;14000
Puerto Miraflores_Lutjanus peru_Grande;16000;16000
Rincón del Mar_Sphyraena barracuda_Mediano;19502;19879
Puerto Miraflores_Cynoscion albus_Revuelto;14000;14000
Bazán_Scomberomorus sierra_Pequeño;5050;5950
Barrio Santa Lucía_Sciades proops_Grande;8000;9750
Charambirá_Bagre panamensis_Pequeño;5000;5000
Charambirá_Centropomus medius_Grande;10000;10000
Charambirá_Paralonchurus dumerilii_Grande;10000;10000
Dorada_Caquetaia kraussii_Revuelto;2891;3233
Charambirá_Hyporthodus acanthistius_Grande;12000;12000
Charambirá_Cynoponticus coniceps_Grande;2000;2800
Charambirá_Cynoscion albus_Grande;16300;18000
Las Delicias_Umbrina coroides_Pequeño;5000;6600
Milagros de la Mar_Hyporthodus acanthistius_Grande;22000;22000
Las Delicias_Calamus penna_Revuelto;8000;8800
Las Delicias_Panulirus laevicauda_Mediano;20800;28000
Las Delicias_Lutjanus cyanopterus_Grande;8100;9900
Domingodó_Centropomus undecimalis_Revuelto;23235;23405
Domingodó_Centropomus undecimalis_Extragrande;19050;22318
Charambirá_Thunnus alalunga_Grande;6050;6950
El Valle_Alectis ciliaris_Mediano;14000;14000
Palenquito_Oreochromis niloticus_Mediano;3998;5000
El Valle_Caranx sexfasciatus_Mediano;14000;14000
Chamuscado - Naya_Bagre pinnimaculatus_Mediano;9000;9000
Arrimadero La Unión_Lutjanus aratus_Mediano;16000;16000
Punta Bonita_Cynoscion phoxocephalus_Pequeño;12000;12000
Isla Fuerte_Panulirus laevicauda_Revuelto;35000;35000
Pesquera Aspabab_Centropomus armatus_Grande;10000;15400
Belén (San Marcos)_Trichopodus pectoralis_Revuelto;1004;1077
Puerto de desembarco (Mitú)_Cichla temensis_Mediano;19387;19968
Timbiquí_Polydactylus opercularis_Varios tamaños;6200;8000
Muelle Principal (Puerto Leguízamo)_Leporinus fasciatus_Revuelto;9100;10000
Betania (Montecristo)_Ageneiosus pardalis_Pequeño;2878;3034
San Nicolás (Santa Cruz De Mompox)_Cyphocharax magdalenae_Revuelto;959;2666
Galería (Guapi)_Centropomus armatus_Revuelto;13000;15000
Tasajera La Playa_Micropogonias furnieri_Mediano;5000;5000
Sempegua_Curimata mivartii_Revuelto;1098;2089
Las Tenazas_Lutjanus griseus_Mediano;16667;17205
Las Tenazas_Sciades proops_Pequeño;4348;4348
Puente Chambacú - Río Jella_Gnathanodon speciosus_Varios tamaños;10000;10000
Bahía de Cispatá_Lutjanus analis_Grande;20100;21900
Pomeño_Centropomus medius_Mediano;14000;16000
Pomeño_Bairdiella ensifera_Revuelto;16050;16950
Pizarro_Cynoscion albus_Pequeño;17600;24000
Pizarro_Bagre pinnimaculatus_Pequeño;5000;10000
Pizarro_Larimus argenteus_Mediano;8000;8000
Playa Nueva_Centropomus robalito_Grande;12000;14000
Playa Nueva_Lobotes pacifica_Grande;8000;9800
Playa de Arusí_Caranx sexfasciatus_Grande;11017;14000
Mercado (Lorica)_Megaleporinus muyscorum_Mediano;2411;4708
Mercado (Lorica)_Trachelyopterus insignis_Revuelto;1798;2977
Río San Miguel_Prochilodus rubrotaeniatus_Pequeño;11833;11833
Río San Miguel_Calophysus macropterus_Pequeño;11111;11111
Río San Miguel_Cynopotamus amazonum_Pequeño;11970;11970
Río San Miguel_Mylossoma albiscopum_Pequeño;9182;11688
Río San Miguel_Hypostomus niceforoi_Pequeño;11786;11786
Playa de Arusí_Lutjanus colorado_Mediano;14000;16267
Playa de Arusí_Caranx sexfasciatus_Mediano;10889;14000
La T_Ocyurus chrysurus_Revuelto;11100;12000
Chapinero_Pimelodus yuma_Mediano;4552;9163
Pizarro_Polydactylus approximans_Revuelto;8000;8550
Pizarro_Euthynnus lineatus_Mediano;4100;5000
Las Delicias_Scomberomorus cavalla_Grande;18100;19900
Bahía de Cispatá_Gerres cinereus_Pequeño;6000;10895
Bahía de Cispatá_Lutjanus analis_Pequeño;11382;12956
Bahía de Cispatá_Eugerres plumieri_Revuelto;6835;16300
Bahía de Cispatá_Haemulon plumieri_Pequeño;5036;7748
Pomeño_Bairdiella ensifera_Pequeño;14000;17000
Ciénaga de Mesolandia_Caquetaia kraussii_Mediano;1463;3249
Candelaria (Achí)_Oreochromis niloticus_Grande;7932;8057
El Pájaro_Caranx hippos_Grande;3839;4000
El Pájaro_Lutjanus cyanopterus_Mediano;4205;4955
Juanchaco_Lutjanus argentiventris_Varios tamaños;10000;13200
Juanchaco_Lutjanus guttatus_Mediano;14000;14000
Juanchaco_Schedophilus haedrichi_Grande;4000;4000
Juanchaco_Caulolatilus affinis_Pequeño;3000;3000
Punta Bonita_Katsuwonus pelamis_Pequeño;1500;1500
Bazurto_Ariopsis canteri_Pequeño;5000;6069
Bazurto_Euthynnus alletteratus_Mediano;5805;8350
Morrosquillo_Caranx hippos_Pequeño;7482;8000
Morrosquillo_Elops smithi_Grande;5694;6000
Bahía de Santa Marta_Tylosurus acus_Pequeño;4215;9352
Miel de Abeja_Stellifer scierus_Grande;3000;3000
Miel de Abeja_Bagre pinnimaculatus_Grande;6000;6000
San Alejandro_Prochilodus magdalenae_Grande;1158;1158
San Alejandro_Hoplias malabaricus_Mediano;1155;2000
Bazurto_Ariopsis canteri_Grande;8000;13000
Bahía de Santa Marta_Lutjanus analis_Grande;18057;23929
Providencia o Caimancito_Ageneiosus pardalis_Pequeño;4091;4091
Arroyito_Lutjanus purpureus_Grande;13962;13991
Arroyito_Caranx crysos_Mediano;7876;8007
Bazurto_Ocyurus chrysurus_Pequeño;14964;15945
Bocanegra_Lobotes surinamensis_Mediano;8303;12559
Playa Pescadores - Capurganá_Kajikia albida_Grande;14000;14900
Puerto Boca_Ageneiosus pardalis_Grande;8918;10817
Agropez_Lutjanus purpureus_Pequeño;11905;11905
Barrio Abajo (Ciénaga)_Menticirrhus americanus_Pequeño;5601;7882
Barrio Abajo (Ciénaga)_Penaeus schmitti_Mediano;11868;18621
Cupica_Seriola peruana_Grande;16000;16000
Montaño_Hoplias malabaricus_Grande;845;845
Barrio Abajo (Ciénaga)_Scomberomorus cavalla_Pequeño;12364;15600
Cupica_Lutjanus novemfasciatus_Pequeño;16000;16000
Barrio Abajo (Ciénaga)_Cynoscion jamaicensis_Pequeño;5975;9923
La Pedrera_Platynematichthys notatus_Mediano;7849;7989
La Pedrera_Brachyplatystoma juruense_Mediano;7015;7868
Puerto Boca_Plagioscion magdalenae_Grande;8268;11650
Puerto Arriba (Dibulla)_Scomberomorus cavalla_Pequeño;10010;12260
Puerto Arriba (Dibulla)_Larimus breviceps_Revuelto;979;979
Camarones_Mugil liza_Revuelto;10000;10000
Camarones_Cathorops wayuu_Pequeño;2917;2917
Barrio Abajo (Ciénaga)_Menticirrhus americanus_Grande;7524;7524
Puerto Arriba (Dibulla)_Mycteroperca bonaci_Mediano;15000;15000
Jurubirá_Scomberomorus sierra_Mediano;7000;8000
El Roto_Lobotes surinamensis_Varios tamaños;4558;4975
Camarones_Trachinotus carolinus_Pequeño;5000;5000
La Boquilla_Caranx hippos_Mediano;11860;11860
Guineal_Centropomus medius_Revuelto;8250;11500
El Roto_Prochilodus magdalenae_Varios tamaños;5807;7118
El Roto_Caquetaia kraussii_Varios tamaños;3744;3964
Camarones_Lutjanus synagris_Mediano;20000;21600
Camarones_Eucinostomus melanopterus_Revuelto;7888;11441
Jurubirá_Megalops atlanticus_Grande;5150;7850
Barrio Chino_Pseudoplatystoma magdaleniatum_Pequeño;2147;3037
Santa Rosa_Lachnolaimus maximus_Grande;7928;7928
La Boquilla_Centropomus pectinatus_Revuelto;6559;8040
Barrio Abajo (Ciénaga)_Trachinotus goodei_Grande;6200;8900
Camarones_Lutjanus synagris_Pequeño;16842;16842
Camarones_Holocentrus adscensionis_Revuelto;6198;9769
Camarones_Acanthurus bahianus_Revuelto;2989;2989
Camarones_Elagatis bipinnulata_Mediano;8000;8000
Puerto Los Córdobas_Menticirrhus americanus_Pequeño;19906;21826
La Chamba_Pseudoplatystoma magdaleniatum_Revuelto;13992;14018
Puerto Los Córdobas_Cathorops mapale_Pequeño;4123;5857
Guineal_Centropomus viridis_Grande;9000;12000
Puerto Los Córdobas_Bairdiella ronchus_Grande;19686;24527
Las Flores_Caranx hippos_Pequeño;7100;8900
Casino_Centropomus undecimalis_Grande;15955;25991
Bocas del Atrato_Centropomus undecimalis_Pequeño;22000;22000
La Mata_Hoplias malabaricus_Revuelto;1840;4000
Pizarro_Sciades dowii_Pequeño;6000;9550
Mapiripán_Brachyplatystoma rousseauxii_Mediano;9082;11846
Muelles del Camarón_Panulirus gracilis_Revuelto;30000;30000
Manaure Centro_Lutjanus analis_Mediano;10500;18000
Manaure Abajo_Priacanthus arenatus_Pequeño;3000;3000
Manaure Abajo_Tylosurus acus_Revuelto;1250;2750
Manaure Abajo_Lutjanus analis_Mediano;14000;129994757
Orejero_Cyphocharax magdalenae_Revuelto;646;1638
Guineal_Cynoscion albus_Grande;10000;10000
Playa Totumo_Rachycentron canadum_Grande;8000;12000
Muelles del Camarón_Trachypenaeus spp._Pequeño;13000;13000
Santa Cruz - Naya_Centropomus medius_Mediano;12000;13002
Santa Cruz - Naya_Cynoscion phoxocephalus_Grande;13000;13009
Santa Cruz - Naya_Menticirrhus panamensis_Grande;12000;12000
Puerto Boyacá_Isorineloricaria tenuicauda_Revuelto;5966;8011
Desembarcadero (Juradó)_Ariopsis seemanni_Mediano;16100;17900
Playa de Arusí_Thunnus albacares_Grande;10300;14000
Cabo Marzo_Haemulon flaviguttatum_Pequeño;9250;10000
Playa de Arusí_Hoplopagrus guentherii_Mediano;6542;13742
Nueva Colonia_Ageneiosus pardalis_Pequeño;16000;16000
Distribuidoras de Tumaco_Lutjanus aratus_Grande;12000;12000
Distribuidoras de Tumaco_Lutjanus guttatus_Platero (para pargos);23950;27000
Rincón del Mar_Haemulon carbonarium_Pequeño;9384;11725
Pomeño_Epinephelus quinquefasciatus_Mediano;12000;12000
Chamuscado - Naya_Larimus argenteus_Grande;5000;5000
Chapinero_Pimelodus yuma_Revuelto;4670;7941
Chapinero_Pseudopimelodus schultzi_Mediano;4101;10060
Chapinero_Cynopotamus atratoensis_Revuelto;3552;10788
Sicará_Hoplias malabaricus_Grande;5271;5271
Damaquiel_Centropomus ensiferus_Pequeño;15000;15000
Sicará_Cyphocharax magdalenae_Revuelto;3505;4864
Sicará_Hoplias malabaricus_Mediano;1731;5497
Puerto Ciénaga de Paredes_Pimelodus yuma_Revuelto;7000;7000
Sicará_Prochilodus magdalenae_Revuelto;7040;9943
Timbiquí_Peprilus spp._Varios tamaños;7000;7000
Locadía_Bagre filamentosus_Revuelto;10000;10000
Limones_Scomberomorus sierra_Grande;6000;6000
Limones_Bagre pinnimaculatus_Grande;3500;3500
Limones_Lobotes pacifica_Grande;6000;6000
Chacón_Bagre panamensis_Varios tamaños;8000;10000
Puerto Serviez_Panaque cochliodon_Revuelto;6238;7946
Playa Pescadores - Capurganá_Thunnus albacares_Revuelto;14000;14300
Bazurto_Gerres cinereus_Pequeño;5000;5905
Guineal_Hemiramphus saltator_Mediano;6000;6000
Miramar - Bahía Málaga_Sciades dowii_Grande;7200;8000
La Ensenada_Lutjanus guttatus_Pequeño;13000;13900
Bazurto_Kyphosus vaigiens_Mediano;4043;4814
La Ensenada_Lobotes pacifica_Grande;10000;10000
La Ensenada_Centropomus armatus_Grande;6500;15000
La Ensenada_Cynoscion squamipinnis_Grande;7050;15000
La Ensenada_Menticirrhus panamensis_Grande;13100;14900
La Ensenada_Centropomus medius_Revuelto;15000;15000
Miramar - Bahía Málaga_Bairdiella ensifera_Varios tamaños;6000;6000
La Ensenada_Callinectes toxotes_Mediano;3000;3000
Barrio La Unión_Sciades herzbergii_Revuelto;8911;8911
Bahía de Santa Marta_Caranx hippos_Mediano;9997;10840
La Casa del Pescador_Centropomus medius_Pequeño;10000;10000
La Casa del Pescador_Mugil cephalus_Pequeño;6000;6000
Barrio Pambelé_Cathorops mapale_Mediano;4000;4000
Curvaradó_Notarius bonillai_Pequeño;9986;14736
Santa Rosa_Haemulon parra_Revuelto;4371;8096
Santa Rosa_Octopus vulgaris_Mediano;19231;24889
Santa Rosa_Octopus vulgaris_Revuelto;23624;24171
Las Delicias_Lutjanus griseus_Mediano;8000;8000
Las Delicias_Lutjanus mahogoni_Pequeño;5000;5000
Las Delicias_Anisotremus virginicus_Mediano;4100;5900
Paujil_Piaractus orinoquensis_Revuelto;4560;6690
Puerto Principal (Leticia)_Phractocephalus hemioliopterus_Mediano;6780;6780
Puerto Principal (Leticia)_Pimelodus blochii_Grande;8145;12961
El Muelle (Puerto López)_Exallodontus aguanai_Revuelto;8000;8000
El Valle_Selene brevoortii_Varios tamaños;6800;14000
Berrugas_Bairdiella ronchus_Pequeño;7547;7547
Taganga_Tylosurus acus_Grande;5104;6604
Taganga_Seriola fasciata_Mediano;13000;14000
Virudó_Paralonchurus dumerilii_Revuelto;12000;12000
Virudó_Diapterus brevirostris_Revuelto;12000;12000
Milagros de la Mar_Centropomus armatus_Pequeño;3050;3950
Milagros de la Mar_Macrodon mordax_Pequeño;10000;10000
Carrizal_Calamus calamus_Mediano;5000;7000
Palomino_Pseudoplatystoma magdaleniatum_Mediano;5200;7000
Virudó_Euprepocaranx dorsalis_Revuelto;12000;12000
Ica-Copipa_Trichiurus lepturus_Mediano;8200;10000
Ica-Copipa_Sphyraena guachancho_Mediano;20000;20000
El Valle_Hyporthodus acanthistius_Pequeño;9000;9900
Puerto (Arauquita)_Mylossoma albiscopum_Pequeño;4500;4500
Sivirú_Cynoscion phoxocephalus_Mediano;12000;12000
La Mata_Pseudoplatystoma magdaleniatum_Mediano;8000;8000
La Charca de Guarinocito_Oreochromis niloticus_Revuelto;7335;10314
Purricha_Cynoscion albus_Pequeño;12000;16593
Purricha_Scomberomorus sierra_Revuelto;5903;12000
Purricha_Nebris occidentalis_Mediano;12000;12000
Purricha_Trachinotus kennedyi_Grande;10000;13700
La Punta - Firme Cifuentes_Larimus effulgens_Revuelto;5000;5000
Docordó_Notarius spp._Pequeño;5000;5000
Bahía de Santa Marta_Epinephelus adscensionis_Mediano;15250;19750
Bahía de Santa Marta_Pristipomoides aquilonaris_Pequeño;9023;22289
Puerto Arriba (Dibulla)_Ablennes hians_Mediano;3889;3889
San Nicolás (Santa Cruz De Mompox)_Triportheus magdalenae_Revuelto;965;1003
Uveros_Cynoscion virescens_Mediano;20600;22000
Popoya Playa_Elops smithi_Mediano;2625;4964
La T_Caranx hippos_Mediano;8000;8000
El Roto_Lutjanus cyanopterus_Grande;18829;18829
Milagros de la Mar_Rhonciscus bayanus_Revuelto;5000;5000
Milagros de la Mar_Centropomus medius_Grande;10000;11800
Rincón del Mar_Mugil incilis_Pequeño;9027;9027
El Puente_Sternopygus aequilabiatus_Revuelto;773;1511
Taganga_Tylosurus acus_Revuelto;7500;7500
Taganga_Trachinotus falcatus_Grande;8000;8000
Taganga_Scomberomorus cavalla_Pequeño;20000;20000
Playa Pescadores - Capurganá_Alectis ciliaris_Pequeño;14000;14000
Charambirá_Bagre pinnimaculatus_Grande;5000;6800
La Charca de Guarinocito_Triportheus magdalenae_Revuelto;3044;4154
Puerto Miraflores_Thunnus albacares_Mediano;14000;14000
Puerto Miraflores_Lutjanus aratus_Revuelto;14000;16000
Puerto Miraflores_Seriola rivoliana_Mediano;16000;16000
Orpua_Lutjanus guttatus_Pequeño;13300;16000
Damaquiel_Chloroscombrus chrysurus_Ranfaña;3100;4900
Arrimadero La Unión_Lutjanus peru_Revuelto;16000;16000
Arrimadero La Unión_Tylosurus fodiator_Grande;14000;14000
Arrimadero La Unión_Caranx caninus_Grande;14000;14000
Arrimadero La Unión_Tylosurus fodiator_Revuelto;14000;14000
Jodedor_Caranx hippos_Grande;4996;7614
Arrimadero La Unión_Seriola rivoliana_Mediano;16000;16000
Arrimadero La Unión_Hyporthodus niphobles_Mediano;12000;12000
Arrimadero La Unión_Cynoponticus coniceps_Grande;5000;5000
Arrimadero La Unión_Bagre pinnimaculatus_Mediano;12000;13800
Puerto Abajo (Dibulla)_Panulirus laevicauda_Grande;26000;44900
Zapata_Nebris microps_Pequeño;21949;25000
Zapata_Bagre filamentosus_Mediano;8000;10000
Puerto de Gamarra_Plagioscion magdalenae_Grande;12000;12000
Las Tenazas_Panulirus argus_Grande;40000;40000
Cupica_Sphyraena qenie_Pequeño;16000;16000
Cupica_Euthynnus lineatus_Revuelto;16000;16000
Puerto Rico [Meta]_Brycon amazonicus_Revuelto;12000;12000
Playa de Arusí_Caranx caballus_Revuelto;8925;14000
Playa Pescadores - Capurganá_Euthynnus alletteratus_Mediano;10000;10000
Playa de Arusí_Caranx sexfasciatus_Revuelto;14000;14000
Purricha_Caranx caninus_Pequeño;6300;10000
La T_Haemulon melanurum_Pequeño;2825;3000
Purricha_Polydactylus opercularis_Pequeño;12000;12000
Marralú_Prochilodus magdalenae_Pequeño;3813;7206
Orpua_Cynoscion phoxocephalus_Pequeño;10000;10000
Orpua_Cynoscion phoxocephalus_Revuelto;10000;10000
Playa de Arusí_Selar crumenophthalmus_Revuelto;14000;14000
Playa de Arusí_Selene peruviana_Revuelto;14000;14000
Puerto Amor_Pseudoplatystoma magdaleniatum_Grande;8000;10000
Bocanegra_Bagre bagre_Grande;6739;10253
Puerto Amor_Hoplias malabaricus_Pequeño;5000;5000
Caño Lobo_Centropomus ensiferus_Grande;7138;7955
Bazurto_Mugil curema_Mediano;8130;10000
Docordó_Ariopsis seemanni_Pequeño;5000;5000
Puerto principal (San Vicente del Caguán)_Brachyplatystoma tigrinum_Revuelto;16000;18000
Sapzurro_Sphyraena barracuda_Grande;18000;18000
Sapzurro_Scomberomorus brasiliensis_Mediano;26000;26000
Las Delicias_Rhomboplites aurorubens_Mediano;5000;6000
Puerto Arriba (Dibulla)_Mulloidichthys martinicus_Revuelto;1775;1958
La Grande_Caquetaia kraussii_Pequeño;1002;3557
Nueva Colonia_Penaeus schmitti_Revuelto;40000;40000
Nueva Colonia_Piaractus brachypomus_Grande;10200;13800
La Punta_Caranx hippos_Pequeño;4310;4310
La Punta_Cathorops mapale_Mediano;5759;5759
Curillo_Brachyplatystoma tigrinum_Mediano;14000;14000
Paujil_Acestrorhynchus microlepis_Revuelto;4796;4796
San José_Pimelodus grosskopfii_Revuelto;1627;3780
Puerto de Bolombolo_Ichthyoelephas longirostris_Grande;17985;18043
Las Delicias_Umbrina coroides_Revuelto;5000;7000
Puerto Principal (Leticia)_Megalodoras uranoscopus_Grande;6250;6250
Las Delicias_Umbrina coroides_Grande;5000;7750
Las Delicias_Priacanthus arenatus_Mediano;4000;4000
Las Delicias_Lutjanus vivanus_Mediano;14000;14000
Taganga_Kyphosus vaigiens_Mediano;6000;6000
Taganga_Gerres cinereus_Pequeño;5000;5750
Puerto Abajo (Dibulla)_Mugil liza_Grande;10000;10000
Clarinetero_Pimelodus sp. 4_Varios tamaños;2125;3254
San Alejandro_Caquetaia kraussii_Mediano;1090;2000
Arrimadero La Unión_Polydactylus opercularis_Revuelto;14000;14000
Arrimadero La Unión_Seriola peruana_Mediano;14000;14000
Arrimadero La Unión_Bagre pinnimaculatus_Revuelto;12000;12000
Arrimadero La Unión_Sphyraena ensis_Revuelto;14000;14000
Bazurto_Lutjanus purpureus_Pequeño;14125;15000
Cupica_Calamus brachysomus_Mediano;16000;16000
Cupica_Lutjanus argentiventris_Mediano;16000;16000
Cupica_Euthynnus lineatus_Mediano;16000;16000
Tasajera La Playa_Ariopsis canteri_Grande;7500;7500
Bocanegra_Lutjanus purpureus_Grande;13711;23833
Buchadó_Notarius bonillai_Revuelto;5997;5997
La Isla de los Palacios_Rhamdia guatemalensis_Revuelto;1941;2000
Río San Miguel_Mylossoma albiscopum_Grande;10000;10000
Bahía de Santa Marta_Lutjanus analis_Pequeño;17783;23479
Bahía de Santa Marta_Seriola dumerili_Pequeño;11389;17490
