SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_VALOR_Hist;Cuartil_sup_VALOR_Hist
Las Delicias_Red de enmalle - Red de enmalle de encierro marina_Sphyraena barracuda;62000;62000
Puerto de las Canoas (Puerto Berrío)_Atarraya - Atarraya porro_Megaleporinus muyscorum;15000;15000
Las Delicias_Red de enmalle - Red de enmalle de encierro marina_Selene setapinnis;157630;1719040
Morrosquillo_Atarraya - Atarraya_Lobotes surinamensis;24000;24000
Las Delicias_Línea de mano - Línea de mano fija marina_Larimus breviceps;31800;31800
Puente Chambacú - Río Jella_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus peru;338000;338000
Puerto de Bolombolo_Atarraya - Atarraya_Salminus affinis;65400;65400
Puerto de Bolombolo_Atarraya - Atarraya_Piaractus brachypomus;132500;132500
Agropez_Red de enmalle - Red de enmalle fija marina_Trachinotus carolinus;13000;13000
Punta Ardita_Línea de mano - Línea de mano fija marina_Lutjanus novemfasciatus;90000;90000
Berrugas_Red de enmalle - Red de enmalle fija marina_Megalops atlanticus;15450;23550
Berrugas_Red de enmalle - Red de enmalle fija marina_Mugil incilis;24000;24000
Berrugas_Red de enmalle - Red de enmalle fija marina_Sciades proops;28000;28000
Berrugas_Red de enmalle - Red de enmalle fija marina_Centropomus undecimalis;12000;12000
Tasajera La Playa_Red de enmalle - Red de enmalle de encierro marina_Trachinotus carolinus;5000;5000
Poportín_Trampas o Nasas - Nasas de Peces_Calamus calamus;78000;78000
Taganga_Línea de mano - Línea de mano - Ballestilla_Lutjanus griseus;165000;165000
Taganga_Línea de mano - Línea de mano - Ballestilla_Caranx latus;22000;22000
Zapata_Red de enmalle - Red de enmalle camaronera_Caranx hippos;46000;46000
Candelaria (Chimichagua)_Chinchorro continental - Chinchorra_Hoplias malabaricus;6750;11250
Dotenedó_Palangre o Espinel - Palangre o espinel de fondo_Hemiramphus saltator;19200;40800
Isla Fuerte_Línea de mano - Línea de mano fija marina_Pterois volitans;25000;25000
Puerto Franco_Red de enmalle - Red de encierro rastra_Prochilodus magdalenae;43500;43500
Las Flores_Red de enmalle - Red de enmalle de deriva marina_Conodon nobilis;24600;80400
Las Flores_Red de enmalle - Red de enmalle fija marina_Scomberomorus brasiliensis;1184800;1199200
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro camaronero_Centropomus pectinatus;33000;87000
Puerto Chucha_Red de enmalle - Red de enmalle fija marina_Mugil incilis;16000;16000
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Lobotes surinamensis;7800;34800
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Micropogonias furnieri;28950;172050
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Orthopristis ruber;27000;27000
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Trachinotus carolinus;6000;6000
Lamas_Red de enmalle - Red de enmalle fija continental_Cynopotamus atratoensis;3000;3000
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Rachycentron canadum;14000;14000
Las Flores_Palangre o Espinel - Palangre o espinel de superficie_Scomberomorus cavalla;48300;53700
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Ocyurus chrysurus;134050;188950
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Panulirus argus;810000;810000
Loma - San Sebastián_Red de enmalle - Red de enmalle fija continental_Centropomus undecimalis;3350;9650
Loma - San Sebastián_Red de enmalle - Red de enmalle fija continental_Brycon sinuensis;2300;8700
Sempegua_Red de enmalle - Red de enmalle fija continental ciénaga_Colossoma macropomum;48000;48000
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Scomberomorus brasiliensis;15400;40600
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Bagre filamentosus;10000;676000
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Cathorops wayuu;3250;346500
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Haemulopsis corvinaeformis;54200;146100
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro camaronero_Polydactylus virginicus;14200;17800
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro camaronero_Cynoscion jamaicensis;68400;219600
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro camaronero_Larimus breviceps;21300;152700
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro camaronero_Diapterus auratus;18000;18000
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Orthopristis ruber;12550;79950
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Archosargus rhomboidalis;16000;151200
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Nebris microps;18600;259800
Isla Fuerte_Buceo - Buceo marino mixto_Pterois volitans;25250;33800
Aparca_Atarraya - Atarraya_Brycon falcatus;12830;38570
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Protrachypene precipua;462000;462000
Ica-Copipa_Red de enmalle - Red de enmalle fija marina_Sphyraena barracuda;11850;27150
Las Delicias_Red de enmalle - Red de enmalle de encierro marina_Sphyraena guachancho;671100;671100
Campo alegre_Atarraya - Atarraya_Pseudoplatystoma magdaleniatum;5090;6710
Puerto de las Canoas (Puerto Berrío)_Atarraya - Atarraya rastra_Brycon moorei;176400;176400
Puerto de las Canoas (Puerto Berrío)_Atarraya - Atarraya rastra_Ageneiosus pardalis;65100;65100
Puerto de las Canoas (Puerto Berrío)_Atarraya - Atarraya rastra_Prochilodus magdalenae;56400;56400
Puerto de las Canoas (Puerto Berrío)_Atarraya - Atarraya rastra_Panaque cochliodon;127400;127400
Puerto de desembarco (Barrancominas)_Red de enmalle - Red de enmalle de deriva continental_Colossoma macropomum;90000;90000
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Lobotes pacifica;30000;30000
Puerto de desembarco (Barrancominas)_Red de enmalle - Red de enmalle de deriva continental_Pinirampus pirinampu;120000;120000
Ciénaga del Totumo_Red de enmalle - Red de enmalle fija continental_Oreochromis niloticus;11700;135750
Punta Bonita_Red de cerco - Red de cerco_Oligoplites saurus inornatus;697000;1363000
Muelle Principal (Puerto Leguízamo)_Línea de mano - Línea de mano fija continental_Brachyplatystoma platynemum;217000;217000
Nueva Ola_Red de enmalle - Red de enmalle fija continental_Pimelodus grosskopfii;500;500
La Punta - Firme Cifuentes_Palangre o Espinel - Palangre o espinel de fondo_Sciades dowii;48000;48000
Agropez_Red de enmalle - Red de enmalle fija marina_Oligoplites saurus;25400;266600
Milagros de la Mar_Palangre o Espinel - Palangre o espinel de fondo_Umbrina bussingi;60000;60000
Agropez_Red de enmalle - Red de enmalle fija marina_Haemulon plumieri;33000;33000
La Boquilla_Red de enmalle - Red de enmalle fija marina_Diapterus rhombeus;15050;15950
La Boquilla_Atarraya - Atarraya_Conodon nobilis;28000;28000
Camarones_Línea de mano - Línea de mano correteo curricán o trolling_Sphyraena guachancho;49500;265000
Camarones_Línea de mano - Línea de mano correteo curricán o trolling_Scomberomorus brasiliensis;18800;170800
Cangrejito_Red de enmalle - Red de enmalle fija marina_Chaetodipterus faber;5000;5000
Cabo de la Vela_Red de enmalle - Red de enmalle langostera_Anisotremus virginicus;9000;9000
Puerto Principal (Puerto Lleras)_Línea de mano - Línea de mano fija continental_Leiarius marmoratus;38000;38000
El Llanito_Palangre o Espinel - Palangre calandrio_Ageneiosus pardalis;33850;49150
Bahía de Cispatá_Chinchorro marino - Chinchorro marino_Bairdiella ronchus;86400;222000
Bahía de Cispatá_Arpón - Arpón_Megalops atlanticus;35000;35000
Puerto Chaparro_Chinchorro continental - Chinchorro continental_Piaractus brachypomus;10800;43200
Puerto Chucha_Red de enmalle - Red de enmalle de deriva marina_Cathorops mapale;90000;90000
Puerto Chucha_Red de enmalle - Red de enmalle de deriva marina_Nebris microps;182000;182000
La Raya_Atarraya - Atarraya_Piaractus brachypomus;8300;8300
Virudó_Red de enmalle - Red de enmalle fija marina_Lutjanus jordani;72000;72000
Virudó_Red de enmalle - Red de enmalle de deriva marina_Lutjanus jordani;84000;84000
La Ensenada_Red de enmalle - Red de enmalle de encierro marina_Mugil cephalus;140000;140000
Casco Urbano (Arauca)_Línea de mano - Línea de mano fija continental_Hoplias malabaricus;107500;107500
Casco Urbano (Arauca)_Línea de mano - Línea de mano fija continental_Pygocentrus cariba;25810;58390
Casco Urbano (Arauca)_Atarraya - Atarraya_Ageneiosus inermis;94500;94500
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle de deriva continental mallona_Plagioscion magdalenae;14000;14000
La Ensenada_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus guttatus;90000;90000
La Ensenada_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus peru;160000;160000
La Ensenada_Palangre o Espinel - Palangre o espinel de fondo_Cynoponticus coniceps;35000;141200
La Ensenada_Palangre o Espinel - Palangre o espinel de fondo_Bagre panamensis;175000;362250
Mayapo_Buceo - Buceo marino mixto_Seriola zonata;21000;21000
Casco Urbano (Arauca)_Chinchorro continental - Chinchorro continental_Zungaro zungaro;769000;769000
Casco Urbano (Arauca)_Chinchorro continental - Chinchorro continental_Pygocentrus cariba;600300;600300
Casco Urbano (Arauca)_Chinchorro continental - Chinchorro continental_Piaractus orinoquensis;30050;120950
La Ensenada_Red de enmalle - Red de enmalle de encierro marina_Cynoscion albus;672000;672000
Casco Urbano (Arauca)_Chinchorro continental - Chinchorro continental_Pimelodus blochii;51800;51800
Casco Urbano (Arauca)_Línea de mano - Línea de mano fija continental_Leporinus friderici;25200;25200
Limones_Red de enmalle - Red de enmalle fija marina_Menticirrhus panamensis;360000;360000
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle fija marina_Parapsettus panamensis;24000;24000
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle de deriva marina_Ariopsis seemanni;96000;96000
Puente Chambacú - Río Jella_Línea de mano - Línea de mano correteo curricán o trolling_Hoplopagrus guentherii;9000;9000
Villanueva_Red de enmalle - Red de enmalle fija continental_Pimelodus yuma;800;800
Berrugas_Chinchorro marino - Chinchorro marino_Mugil curema;10000;10000
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Lutjanus griseus;40000;40000
Bahía de Santa Marta_Línea de mano - Línea de mano correteo curricán o trolling_Euthynnus alletteratus;20300;136500
Punta de blanco_Red de enmalle - Red de enmalle fija continental_Dasyloricaria filamentosa;1600;5000
Virudó_Palangre o Espinel - Palangre o espinel de fondo_Brycon meeki;18000;18000
Zapata_Red de enmalle - Red de enmalle de encierro marina_Caranx hippos;2812800;3763200
Zapata_Red de enmalle - Red de enmalle de encierro marina_Caranx crysos;629100;936900
Zapata_Red de enmalle - Red de enmalle de encierro marina_Megalops atlanticus;690000;798000
Zapata_Red de enmalle - Red de enmalle de encierro marina_Scomberomorus cavalla;1840000;1840000
Zapata_Red de enmalle - Red de enmalle de encierro marina_Panulirus argus;175000;175000
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Cynoscion phoxocephalus;32800;862400
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Lobotes pacifica;11200;139200
Río San Miguel_Red de enmalle - Red de enmalle fija continental_Panaque schaeferi;70000;70000
Milagros de la Mar_Red de enmalle - Red de enmalle fija marina_Centropomus viridis;108000;108000
El Porvenir_Línea de mano - Línea de mano fija marina_Sciades proops;131000;131000
Pueblo Nuevo (Barrancominas)_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma metaense;29600;29600
Nueva Ola_Red de enmalle - Red de enmalle fija continental_Cyphocharax magdalenae;2040;6000
Nueva Ola_Red de enmalle - Red de enmalle fija continental_Curimata mivartii;1215;1485
Sivirú_Línea de mano - Línea de mano fija marina_Cynoscion albus;12000;12000
Las Delicias_Red de enmalle - Red de enmalle de encierro marina_Pseudupeneus maculatus;25800;25800
Cartagena del Chairá_Palangre o Espinel - Palangre calandrio_Ageneiosus inermis;12600;12600
Puerto Serviez_Atarraya - Atarraya_Colossoma macropomum;83000;83000
Puerto Serviez_Atarraya - Atarraya_Brycon moorei;56000;56000
Puerto Serviez_Atarraya - Atarraya_Ageneiosus pardalis;38000;38000
Puerto Serviez_Chinchorro continental - Chinchorra_Megaleporinus muyscorum;21000;21000
Barrio Abajo (Ciénaga)_Changa - Red de arrastre artesanal o changa_Lobotes surinamensis;9000;9000
Puerto Serviez_Chinchorro continental - Chinchorra_Colossoma macropomum;43000;43000
Puerto Serviez_Chinchorro continental - Chinchorra_Ageneiosus pardalis;13700;43400
Puerto Serviez_Chinchorro continental - Chinchorra_Brycon moorei;54000;54000
Playa Nueva_Palangre o Espinel - Palangre o espinel de fondo_Brotula clarkae;96750;218250
Isla Fuerte_Buceo - Buceo marino mixto_Caranx crysos;15000;15000
La Grande_Red de enmalle - Red de enmalle fija continental_Centropomus undecimalis;160000;160000
La Grande_Red de enmalle - Red de enmalle fija continental_Colossoma macropomum;90000;90000
Puerto de Bolombolo_Atarraya - Atarraya_Pterygoplichthys undecimalis;21400;21400
Puerto Chucha_Red de enmalle - Red de enmalle fija marina_Scomberomorus cavalla;24000;322200
Puerto de Bolombolo_Palangre o Espinel - Palangre calandrio_Salminus affinis;26410;51790
Puerto de Bolombolo_Palangre o Espinel - Palangre calandrio_Leporellus vittatus;9900;9900
Puerto de Bolombolo_Palangre o Espinel - Palangre calandrio_Ichthyoelephas longirostris;22800;22800
Dotenedó_Línea de mano - Línea de mano fija marina_Epinephelus quinquefasciatus;120000;120000
Chamuscado - Naya_Red de enmalle - Red de enmalle fija marina_Mugil cephalus;8000;8000
Guineal_Red de enmalle - Red de enmalle de deriva marina_Bairdiella ensifera;70000;70000
Guineal_Red de enmalle - Red de enmalle de deriva marina_Lobotes pacifica;12500;12500
El Puente_Red de enmalle - Red de encierro rastra_Oreochromis niloticus;3840;4560
El Muelle (Barrancabermeja)_Chinchorro continental - Chinchorro continental_Pimelodus yuma;71000;71000
El Muelle (Barrancabermeja)_Chinchorro continental - Chinchorro continental_Sorubim cuspicaudus;305000;305000
Marriaga_Red de enmalle - Red de enmalle fija continental_Megaleporinus muyscorum;9300;9300
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Otros pescadilla;44000;116000
Soledad Pueblito_Línea de mano - Línea de mano fija marina_Centropomus robalito;65000;65000
Soledad Pueblito_Línea de mano - Línea de mano fija marina_Lutjanus peru;21600;81000
Soledad Pueblito_Línea de mano - Línea de mano fija marina_Cynoscion albus;41700;216000
Arrimadero La Unión_Palangre o Espinel - Palangre o espinel de fondo_Sphyraena ensis;752500;752500
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Lutjanus peru;105300;226800
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Centropomus armatus;20800;192000
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Cynoscion albus;104400;180000
Las Tenazas_Línea de mano - Línea de mano fija marina_Elagatis bipinnulata;13000;13000
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Acanthocybium solandri;15600;168000
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Bagre panamensis;13175;102500
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Epinephelus spp.;45000;45000
La Chamba_Atarraya - Atarraya_Dasyloricaria filamentosa;13200;13200
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Paralonchurus dumerilii;13200;60000
Puerto Boquillas_Red de enmalle - Red de enmalle fija continental_Triportheus magdalenae;9860;28940
El Ferry_Palangre o Espinel - Palangre calandrio_Plagioscion magdalenae;7815;26795
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Scomberomorus sierra;80000;80000
La Chamba_Línea de mano - Línea de mano fija continental_Sorubim cuspicaudus;27200;27200
La Chamba_Red de enmalle - Red de enmalle de deriva continental_Sternopygus aequilabiatus;58800;58800
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Menticirrhus panamensis;35600;122500
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Bagre pinnimaculatus;20600;177200
Soledad Pueblito_Red de enmalle - Red de enmalle camaronera_Sciades dowii;16000;16000
Muelle Principal (Puerto Leguízamo)_Red de enmalle - Red de enmalle fija continental_Hypophthalmus fimbriatus;54000;54000
El Porvenir_Atarraya - Atarraya_Mugil incilis;63000;63000
El Porvenir_Atarraya - Atarraya_Caranx hippos;12000;12000
Jurubirá_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus aratus;24000;24000
Berrugas_Chinchorro marino - Chinchorro marino_Caranx crysos;48000;48000
San Alejandro_Línea de mano - Línea de mano fija continental_Piaractus orinoquensis;194000;194000
Pueblo Nuevo (Barrancominas)_Línea de mano - Línea de mano fija continental_Pterodoras rivasi;10000;10000
